"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R"
"S277",NA,2026-04-06 13:05:48,41.6270666666667,"chrome 146.0.0","false","Windows 10",1366,651,"67c869872204b85d6c4c0749","Male",55,"Bachelor","Engineering, Computer Science",FALSE,"White",2,3,1,2,1,4,1,0,0,2,1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Right arm out, feel it get heavy, palms together arms out, feel a pull, right hand heavy thing arm drop, left hand heavy in general, balls miscount game, forgetful-all-this meditation","The birthday song, i was rushing to type and thought I was out of two minutes so i left it out in haste","Hello",6,0,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,1,0.5,0,2,0,0,3,4,4,4,3,4,4,4,3,7,2,6,1,1,2,3,1,6,1,2,5,1,1,4
"S278",NA,2026-04-06 13:06:43,47.4060833333333,"chrome 146.0.0","false","Windows 10",1280,551,"5c4a061161db8c00015e4fb0","Female",49,"Bachelor","Business, Economics",FALSE,"White",4,2,2,3,4,4,3,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i had to lift my right arm and imagine a heavy ball in it, pushing my hand downI had to think that there were only two balls when there were 3 and remember the coloursI had to try to hear the song Happy Birthday but I could not hear anything.I had to keep my arm and hand in my lap and try to lift and move it","I cant remember anything else that i have  not already told you previously","Hello",6,0,2,2,0,2,2,0,2,2,2,0.5,2,1,0,0.5,0,0,0,0.5,2,2,0,0.5,0.5,2,7,6,1,1,1,7,7,1,1,7,2,7,1,1,1,1,7,3,6,1,7,1,1,1
"S279",NA,2026-04-06 13:06:59,54.6808166666667,"chrome 144.0.0","false","Mac OS",1440,812,"69b02d449e52fdb6f8221ebc","Female",29,"Bachelor","Business, Economics",FALSE,"Prefer not to say",2,2,0,0,0,3,2,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"held my right arm out with palm facing up, saw balls on the screen, attempted to listen to happy birthday song at different volumes, held both arms up palms facing each other 1 foot apart to test force pulling together, rested left arm in lap, extended right arm out fingers stretched out to test stiffness","also remembered attempting to taste sweet flavor in my mouth and gradually getting more sour","Hello",6,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,1,0,0.5,1,0.5,1,1,0.5,0.5,0.5,0,1,0,0,0,4,6,3,3,3,4,6,3,6,2,6,3,3,5,3,2,3,4,4,5,6,5,2,5
"S280",NA,2026-04-06 13:10:54,53.2663166666667,"chrome 146.0.0","false","Mac OS",1440,778,"69b7b14dc338cae11749da9b","Female",30,"Doctorate","Medicine",FALSE,"Black",4,3,4,5,3,3,4,3,1,4,0,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Focus, concentration, i think i got hypnotized at some point","i remember typing spacebar 6 times","Hello",0,0,1,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,1,1,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,7,7,7,2,7,5,4,7,7,7,7,4,5,5,7,7,7,6,3,7,7,4,7,7
"S281",NA,2026-04-06 13:19:46,56.4904,"chrome 146.0.0","false","Windows 10",1494,765,"69ceb2e3019e776a4d75e2d8","Female",27,"Master","Information, Design",FALSE,"White",5,5,4,5,3,5,3,0,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"raised hand on right side to hold a bowling ballraised left hand saw coloured balls held hands together to create a force between them without touching had a sweet and sour taste in the mouth had a mosquito flying my hand went down the stairs","i dont have anything additional to add i think i wrote all i remembered before","Hello",6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0.5,0.5,1,1,0,0.5,2,5,1,2,5,2,2,5,4,3,4,2,2,4,5,4,2,3,2,6,5,2,2,3
"S282",NA,2026-04-06 13:21:12,40.2767833333333,"safari 17.6.0","false","Mac OS",1603,953,"5f79f34d5a697d0c18b4ade5","Female",33,"Bachelor","Arts and Humanities",FALSE,"White",1,1,0,0,0,1,1,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"stairs and walking, balls, rising hands, hearing music","press the space bar 6 rimes. raise right hand if hear music. is arm heavy","Hello",6,0.5,1,1,0.5,0,2,2,2,2,1,2,2,2,0.5,2,2,2,1,2,2,0.5,0,0,1,1,4,5,6,1,1,6,6,1,2,6,3,4,1,1,1,1,7,1,7,1,7,1,1,1
"S283",NA,2026-04-06 13:21:37,47.0684166666667,"chrome 146.0.0","false","Windows 10",1280,593,"5c6e60b04e08ad00018cc995","Female",59,"Master","Political Science, Law",FALSE,"White",3,4,3,3,2,1,3,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I saw coloured balls, I held my arm out and it went stiff, I held my arm out and held a heavy ball and my arm felt heavy,  I held both arms out and they were pushed, I was supposed to hear happy birthday being sung but I didn't","I can't remember anything else","Hello",6,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,1,0.5,0.5,0,0.5,0.5,0,0,5,5,2,4,3,4,5,3,7,2,6,1,3,4,3,3,2,4,3,6,6,2,2,2
"S284",NA,2026-04-06 13:25:05,46.5876,"chrome 142.0.0","false","Mac OS",1280,719,"5da6139c002c29001335b5a2","Male",32,"Bachelor","Business, Economics",FALSE,"White",4,3,2,1,0,4,3,0,4,5,0,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"I was trying to remember but really couldnt. I tried to listen to someone singing happy birthday but couldnt hear it. I did think about two balls, one was red and one was blue and could see them vividly.","I remember my hand being heavy and my arm being stiff.","Hello",6,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,7,6,1,2,3,4,4,4,6,3,6,2,1,2,1,1,2,6,2,6,6,2,2,2
"S285",NA,2026-04-06 13:28:58,48.74525,"chrome 146.0.0","false","Windows 10",1366,599,"67261e11a3b1f0efae30f22e","Female",29,"Master","Medicine",FALSE,"White",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"I remembered everything asz the voice of the man was incredibly dull so the imagination excercises did not wo rk","Hello",6,0,0,0.5,2,0,1,0.5,0,1,0,2,0,2,2,0,1,1,0,0,0.5,0,0,0.5,0,0,3,6,1,5,3,1,7,2,7,1,7,1,1,4,1,1,1,4,3,3,7,1,1,5
"S286",NA,2026-04-06 13:31:12,51.893,"chrome 146.0.0","false","Windows 10",1536,695,"67101014b833fd5fb2bfb9bd","Male",45,"High school",NA,FALSE,"White",4,3,4,3,2,4,3,0,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I extended my arms and was asked to imagine different sensations. I was asked to imagine images of two balls on screen. I was asked to listen to Happy Birthday song. I was then asked to recall how vividly I imagined these things in questionnaire form.","I remember most of all the tasks I was asked to perform. Arm extensions, imaging sensations, imaging colored balls, and remembering to press the space bar 6 times. I remember the questionnaires that I was asked to answer as well.","Hello",0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0,6,7,1,1,3,5,6,3,7,2,7,2,2,3,3,4,3,5,3,4,7,3,1,3
"S287",NA,2026-04-06 13:43:25,50.4154333333333,"chrome 146.0.0","false","Windows 10",1366,599,"676ec481c17c48bbacd2b705","Female",40,"High school",NA,FALSE,"White",2,0,2,2,0,3,1,0,0,4,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"see two balls. weight in my hand, hands being pulled together, happy birthday,","force on both hands towards each other, press space bar 6 times,","Hello",6,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,1,1,0.5,0,1,0,0.5,0.5,0,0,6,6,2,1,2,2,4,2,6,2,5,1,2,4,3,2,5,3,6,1,5,4,3,3
"S288",NA,2026-04-06 14:00:07,47.2823333333333,"chrome 146.0.0","false","Windows 10",1280,799,"5f7f07d317a72e01b1c57f27","Female",35,"Bachelor","Business, Economics",FALSE,"Black",4,4,5,2,4,5,4,0,0,1,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"i remember being told to do a few exercises like closing my eyes, holding my arms in different positions, the feelings i felt, the exercises on the screen and memorizing the balls colors","i remember being told to close my eyes and wait for the message on the screen and i was told to press the spacebar 6 times","Hello",6,0,0,0,0,0,0.5,0.5,2,2,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,5,7,1,1,1,7,7,1,7,6,7,3,1,2,7,5,2,5,5,2,5,4,3,5
"S289",NA,2026-04-06 14:13:21,45.7659,"chrome 146.0.0","false","Chrome OS",1920,911,"69cc19a2449f9d4df4a878d6","Male",54,"Bachelor","Engineering, Computer Science",FALSE,"White",4,3,2,2,4,4,3,0,0,3,4,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"had heavy Arm, had attracting hands, had stiff arm, had heavy hand, saw two balls, listen for song.","I don't remember anything elseheavy arm, stiff arm, attracting hands, heavy hand, see two balls, hear happy birthday song.","Hello",0,0,0,0,0,1,0.5,0.5,1,1,2,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,5,5,2,4,2,6,5,2,3,6,3,5,3,3,2,2,1,6,2,5,4,2,3,2
"S290",NA,2026-04-06 14:14:03,47.9556166666667,"chrome 146.0.0","false","Windows 10",1536,695,"5bf077098500d800010a99e0","Female",39,"Bachelor","Engineering, Computer Science",FALSE,"White",3,2,3,4,3,2,1,0,0,0,5,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"remember nothing","3 coloured balls","Hello",0,0,0.5,0.5,0,0,0,0.5,0.5,1,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,1,0,0,1,0.5,0,7,7,1,7,3,5,4,5,6,4,4,4,1,2,4,4,2,6,3,5,3,3,4,3
"S291",NA,2026-04-06 14:49:30,168.042633333333,"chrome 146.0.0","false","Windows 10",1920,1065,"65dcfc8cb5a870c7880bd8cc","Male",49,"Bachelor","Arts and Humanities",FALSE,"White",3,2,1,1,3,4,4,2,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Had to do some exercises with outstretched arms, simulating pressure. Also simulating smells and sounds and concluding with identifying colored balls.","Exercise wher eyou felt pressure between the hands. I remembered everything pretty consistently besides that.","Hello",0,0,0,0,0,1,0,0,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,1,1,0,0,0.5,0,0,5,6,3,3,3,5,5,2,5,6,3,5,2,2,2,2,2,6,2,4,5,4,3,3
"S292",NA,2026-04-06 14:54:48,56.4427833333333,"chrome 146.0.0","false","Windows 10",1536,791,"6710a58eeff954cb2243950e","Female",55,"Master","Business, Economics",FALSE,"Black",5,4,5,5,4,4,4,2,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"lift my right arm and feel the weight of a heavy bowl. Listen to 'happy birthday' played at different volumes, place my left arm and hand on my lap and feel the heaviness. Imagine the sound of a buzzing mosquito.","Press the space bar six times when I see 'Please wait' on the next screen","Hello",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,7,7,1,1,6,2,2,6,7,1,7,1,1,2,1,2,1,5,1,6,6,1,1,1
"S293",NA,2026-04-06 14:55:10,51.0691666666667,"chrome 146.0.0","false","Windows 10",1536,730,"64481bca476d6bfbae2066e2","Female",36,"Bachelor","Engineering, Computer Science",FALSE,"White",5,3,5,4,5,5,5,3,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I remember I was supposed to remember the color of the balls displayed","Thank You",6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.5,0,2,1,0.5,0,0,0,0,0,1,6,7,1,1,7,1,6,7,7,1,7,1,1,7,7,7,2,7,7,5,6,1,1,1
"S294",NA,2026-04-06 14:58:04,45.8684833333333,"edge-chromium 146.0.0","false","Windows 10",1528,732,"664df024c7ce709382bea0ed","Female",35,"Master","Beauty Therapy",FALSE,"White",4,3,4,3,3,4,4,1,0,4,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"movement excersise","a mosquito landing on my hand and my arms feeling incredibly heavy","Hello",6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,7,6,2,2,3,4,5,5,7,1,6,1,2,3,3,5,2,5,1,3,5,2,2,3
"S295",NA,2026-04-06 15:01:51,52.7912,"chrome 133.0.0","false","Windows 10",1366,641,"66ac7e44544c4c1c5eb38683","Male",43,"Master","Engineering, Computer Science",TRUE,"Black",5,5,5,5,4,5,5,5,5,5,1,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"NONE NO PROVIDE INFORMATION","Hello",0,2,2,2,0.5,1,2,2,2,0.5,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,7,6,6,6,6,6,7,6,7,6,7,7,6,6,7,6,7,6,7,7,7,7,6,7
"S296",NA,2026-04-06 15:03:17,47.6047166666667,"edge-chromium 146.0.0","false","Windows 10",2552,1308,"69c21361cde7d0a2b3cc6e54","Male",43,"High school",NA,FALSE,"White",4,3,3,3,4,3,4,1,0,3,2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Had to do imaginary test and press space bar 6 times","Hello",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5,0,0,1,0.5,1,0,0,0,0,0,4,4,5,4,3,5,5,3,5,4,4,5,3,3,4,3,5,5,3,4,3,4,4,4
"S297",NA,2026-04-06 15:45:34,43.5027833333333,"chrome 146.0.0","false","Windows 10",1096,658,"63d3fa1fc1384af994ef6bba","Female",25,"High school",NA,FALSE,"White",3,3,2,2,3,4,3,0,0,5,2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I practised different movements and colours.","I have moved my arms and hand in different ways, told to remember what colour the balls on the screen were, click the space button 6 times. Thought about going down 20 steps.","Hello",6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4,4,1,1,4,1,3,5,6,1,3,1,1,4,2,4,1,6,1,1,4,2,1,2
"S298",NA,2026-04-06 15:52:42,41.5449166666667,"chrome 146.0.0","false","Windows 10",1307,918,"62682277645054f5802459b8","Male",60,"Bachelor","Business, Economics",FALSE,"White",4,1,0,4,1,4,4,0,0,5,0,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"3 balls on the screen.  arms outstretched palms facing each other.","can't remember a thing!","Hello",0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,7,7,1,1,1,7,7,1,4,6,2,6,2,5,1,1,2,6,2,4,2,5,5,7
"S299",NA,2026-04-06 16:00:41,42.7387666666667,"chrome 146.0.0","false","Windows 10",1920,945,"65c242831388550b0a42bd25","Female",47,"Master","Education",TRUE,"White",4,2,1,2,1,4,3,0,0,3,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"right hand weight, tickle, left hand, mosquito, happy birthday and coloured balls","hands pushing apart, pressing space bar","Hello",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,6,7,1,1,1,4,5,1,6,1,6,1,1,1,1,4,3,6,2,7,1,4,5,4
"S300",NA,2026-04-06 16:01:20,57.1227166666667,"chrome 146.0.0","false","Mac OS",1863,963,"5de3c83c2033793be6591e53","Male",42,"Bachelor","Business, Economics",FALSE,"White",3,1,0,1,0,2,2,0,0,0,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I held up my arms sometimes being told they are heavy then some times about being attracted to each other. To select colour balls. to listen to happy birthday music.","I don't have any new memories.","Hello",0,0.5,1,0.5,0.5,0,0,0,0,1,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,1,0,0.5,5,4,2,5,3,4,3,5,6,2,6,2,4,4,4,5,2,3,2,6,3,3,5,3
"S301",NA,2026-04-06 16:31:26,46.2972166666667,"chrome 146.0.0","false","Chrome OS",1669,769,"5baca9c4bf876e000149b586","Male",56,"High school",NA,FALSE,"White",4,3,4,3,3,4,3,0,0,4,4,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i had to hold my arms out. i had to imagine lifting a heavy weight .i had to tell what colour balls i saw","cloing my eyes and thinking there was a mosquto on my hand","Hello",0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,1,0,0,0,5,5,2,2,6,2,2,6,6,2,6,2,2,2,3,4,2,6,2,3,4,3,3,3
"S302",NA,2026-04-06 16:35:30,43.5416833333333,"edge-chromium 146.0.0","false","Windows 10",1272,554,"63ebbb358ff6781d8dc68cdb","Female",67,"High school",NA,FALSE,"White",5,5,0,0,0,2,0,0,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i had to hold out one arm and it got heavy and i held a ball so my arm dropped with the weight. I had to have a stiff arm. I saw 3 balls instead of 2, my left arm got too heavy to lift","i cant remember anything else","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,4,5,1,3,7,7,2,6,1,3,5,5,5,1,6,2,4,6,2,2,6
"S303",NA,2026-04-06 17:01:44,43.14885,"chrome 146.0.0","false","Windows 10",1536,864,"66619561132926a85baa3985","Female",40,"Master","Arts and Humanities",FALSE,"White",0,3,1,0,0,4,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1. Lifting right arm, palm up, imagine holding something heavy;2. Hold both arms up, palms facing each other, imagine they are magnetised to each other;3. Imagine mosquito buzzing around and landing on right hand;4. Imagine left hand getting heavy in lap;5. Right arm out palm down, imagine it getting stiff and trying to bend it;6. Listening to 'happy birthday' at different volumes;7. Looking at balls on the screen;","No new memories","Hello",6,0,1,0.5,0,0.5,0.5,0,0.5,0.5,0.5,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,6,1,1,2,2,4,2,6,2,6,2,1,1,1,1,1,5,2,4,6,1,1,1
"S304",NA,2026-04-06 17:19:40,46.6592333333333,"chrome 146.0.0","false","Windows 10",1536,855,"5b75ac687dc4b00001af4e50","Female",66,"college",NA,FALSE,"White",5,3,3,4,2,5,5,3,0,4,1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I wasnt sure at which point I pressed the space bar six times especially after I saw the words please wait then I was asking myself had I truly forgot or was this part of the experiment","Hello",2,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,1,2,1,1,0,2,0,0.5,0,0,0,6,6,4,1,5,2,4,5,7,1,6,1,2,5,1,5,6,1,6,2,6,2,1,1
"S305",NA,2026-04-06 17:19:50,46.54215,"chrome 146.0.0","false","Windows 10",1920,911,"63f79034370a105d5d57d9bd","Male",39,"High school",NA,FALSE,"White",1,2,0,2,3,4,2,0,0,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"told to imagine a mosquito on my handtold i would see 2 balls on the screen, i saw 3told to forget everything i had done, i remembered mostpressed the space bar 6 times","Hello",6,1,1,2,1,2,2,2,1,2,2,0.5,0.5,0.5,1,0.5,2,0,0.5,0.5,1,0.5,0,0,0,0.5,4,5,5,3,1,7,7,1,6,7,5,4,1,1,1,2,2,2,3,1,6,3,2,4
"S306",NA,2026-04-06 17:21:39,47.1148833333333,"safari 17.6.0","false","Mac OS",1427,721,"660eb0b257ea5439cd5e020a","Male",67,"High school",NA,FALSE,"White",5,3,3,5,4,5,2,4,0,5,5,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",1,0,0,0,0,0,2,0.5,2,1,2,0.5,0,0,0,0,0.5,0,0,0.5,0.5,1,0,0,0,0,2,1,3,3,1,7,7,1,4,6,2,7,1,3,1,1,1,5,2,2,1,7,6,7
"S307",NA,2026-04-06 17:48:17,41.8603833333333,"chrome 146.0.0","false","Windows 10",500,888,"5d8e154af2858200171fdb95","Female",40,"Bachelor","Business, Economics",FALSE,"White",4,3,1,1,3,4,3,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"hand out palm up try to keep it there holding heavy object, arms out apart hands facing each other, left hand in lap getting heavier, three balls on screen, happy birthday song","nothing extra","Hello",6,0.5,0,0,0.5,0,1,0.5,1,1,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0.5,0,0.5,5,5,2,1,2,4,4,5,6,3,4,4,2,4,6,6,4,5,2,5,1,1,6,1
"S308",NA,2026-04-06 18:08:08,48.98065,"chrome 146.0.0","false","Chrome OS",723,757,"609140cea1442672dd2141d7","Female",48,"Bachelor","Arts and Humanities",FALSE,"White",1,1,1,0,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i did some visual tasks relating to size the exercises following instructions such as holding out my hand and imagining tastes. I have now been asked to forget about everything I have done, but obviously that is not possible","I forgot to mention the task with the two balls where there were actually three in additon to everythihg I typed before","Hello",6,0.5,0.5,1,0,0,0,0,2,2,0,0,0,1,2,0,1,2,2,1,1,0,0,0,0,0,1,5,7,7,1,6,7,1,3,2,3,5,1,1,1,1,2,2,7,3,3,7,7,2
"S309",NA,2026-04-06 18:26:37,51.43255,"chrome 146.0.0","false","Windows 10",1536,695,"6097ec1a8c0b4df21cbb9024","Male",46,"High school",NA,FALSE,"White",5,3,5,3,5,5,5,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0,0,0,1,0.5,0.5,0,2,0.5,2,0.5,1,0,0,0,0,0,0,0,1,0,0,7,7,3,1,1,4,7,7,7,1,7,4,1,4,3,4,1,7,1,7,1,7,1,1
"S310",NA,2026-04-06 19:04:22,47.17185,"chrome 146.0.0","false","Mac OS",1629,805,"650864268a31fd9d2b8f84ee","Male",64,"High school",NA,FALSE,"White",1,1,0,0,0,1,0,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"How Are You",6,0,0.5,0,0,0,0,0.5,1,1,0.5,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0.5,0.5,5,6,2,2,1,6,6,1,3,6,3,5,1,2,2,3,3,6,3,6,4,3,4,3
"S311",NA,2026-04-06 19:05:53,55.0399,"chrome 146.0.0","false","Windows 10",1707,898,"5b0710e7a84dcf0001beee8a","Female",59,"Bachelor","Business, Economics",FALSE,"Mixed",2,1,0,1,1,0,1,0,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"hold hand out and it gets heavy, hold arm stiffly, see 2 balls, hear happy birthday,","hit spacebar 3 times","Hello",6,0.5,0,0.5,0,0.5,2,0.5,0.5,1,2,0.5,0,0.5,0,0,2,0.5,1,0,1,0,0,0,0.5,0.5,3,4,3,4,2,4,5,3,6,2,5,2,1,3,1,2,4,2,5,1,7,2,1,2
"S312",NA,2026-04-06 19:14:38,42.6584833333333,"chrome 138.0.0","false","Mac OS",1680,904,"6023f94d1951e70ae21770ec","Male",38,"Bachelor","Engineering, Computer Science",TRUE,"White",4,4,2,4,3,2,4,0,0,5,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"did exercises with arms, weight and imagined energy between them","nothing much to add, colour of the balls","Hello",6,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,1,0.5,0,0.5,0,0,0.5,5,5,3,2,2,6,6,2,3,4,4,5,5,6,4,6,3,4,2,2,5,4,4,2
"S313",NA,2026-04-06 19:17:18,49.2977833333333,"firefox 149.0.0","false","Windows 10",2560,1289,"5460ef52fdf99b49ea4b5906","Male",43,"Master","Engineering, Computer Science",FALSE,"White",4,5,1,3,4,5,3,0,0,2,3,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to feel as if my arm was heavy so that I couldn't lift it, that my two palms were attracting one another, that my arm was stiff and couldn't be bent. Also, whether I heard happy birthday music or not and whether I saw 2 or 3 balls on the screen.","I remember imagining walking down steps at the very beginning to the sound of the voice counting to 20. I also remember the sweet and sour taste in the mouth that I completely forgot before.","Hello",0,0,0,0,0,0.5,1,1,0.5,1,0.5,0.5,0,1,0,0,0.5,0,0,0.5,1,0.5,0,0.5,0,0.5,5,6,2,1,1,7,6,1,4,4,4,3,1,4,4,6,2,6,2,4,5,3,2,2
"S314",NA,2026-04-06 20:55:55,50.5516,"firefox 149.0.0","false","Windows 10",1366,643,"6009606726f80266d809bf9a","Male",27,"Bachelor","Engineering, Computer Science",TRUE,"Black",5,4,3,3,4,4,3,4,2,5,0,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,1,1,0.5,1,1,0.5,2,0,2,1,1,1,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,0,2,7,5,3,3,7,6,4,6,4,6,3,5,7,3,4,4,6,5,2,5,3,2,3
